,Eroded Material,Sample preparation,Material Treatment,Erodent,Shape,Size (µm),Size range (µm),Size (mesh),Velocity (m/s),V Pressure (PSI),Vair (m/s),V KinE (m/s),Incident angle,Total Erodent mass (g),Erodent flux (g/(cm^2*s)),Particle Flow rate (g/minute),Dust concentration (mg/ft^3),Working Distance (mm),Nozzle Diameter (mm),Nozzle length (mm),Carrier Gas,Temperature (°C),Erosion Rate (mm^3/g),ASTM G76 Mentioned?,Publication Year,Source,Test type,Quality score,Note,Column1,Column2,Unnamed: 34,Target Hardness (GPa),Target Hardness from Vickers,Target Hardness from Rockwell,Target Density (kg/m^3),Target Elastic Modulus (GPa),Target Poisson Ratio,Target Ductile/Brittle,Target Thermal conductivity (W/m*K),Target Yield Strength (MPa),Target Tensile Strength (MPa),Target Fracture toughness (MPa*m^0.5),Target Melting Temp (°C),Erodent Density (kg/m^3),Erodent Hardness (GPa),Erodent Melting Temp (°C),Erodent Young's Modulus (GPa),Erodent Poisson's Ratio,Erodent Fracture toughness (MPa*m^0.5),Erosion Rate (mg/g)
107,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,20,,,,,,,,Air,121,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.483
108,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,20,,,,,,,,Air,149,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.527
109,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,20,,,,,,,,Air,154,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.479
110,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,116,,,,60,,,,,,,,Air,17,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.341
111,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,116,,,,60,,,,,,,,Air,93,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.315
112,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,116,,,,60,,,,,,,,Air,149,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.303
113,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,120,,,,90,,,,,,,,Air,17,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.339
114,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,120,,,,90,,,,,,,,Air,38,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.333
115,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,90,,,,,,,,Air,66,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.295
116,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,90,,,,,,,,Air,93,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.288
117,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,90,,,,,,,,Air,121,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.321
118,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,90,,,,,,,,Air,149,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.266
119,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,90,,,,,,,,Air,177,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.266
120,Ti-6Al-4V,,"Annealed 540-650°C, 1-4 hours",SiO2,,164,,,122,,,,90,,,,,,,,Air,204,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,2425,11.5,1830,70,0.17,0.73,0.256
121,Ti-6Al-4V,Gritblasted to roughness of 3 µm,,Al2O3,Angular,90,,,10,,,,30,,19,,,20,,,Air,RT,,No,1998,7,Gas Blast,3,"Covered by mask with a 79mm2 opening, erosion is limited by this.",,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.058
122,Ti-6Al-4V,Gritblasted to roughness of 3 µm,,Al2O3,Angular,90,,,10,,,,90,,19,,,20,,,Air,RT,,No,1998,7,Gas Blast,3,"Covered by mask with a 79mm2 opening, erosion is limited by this.",,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.02
123,Ti-6Al-4V,Polished to 1 micron suspension,,Al2O3,Angular,50,,,,80,,,30,,,,,20,,,Air,RT,0.0487,Yes,2007,8,Gas Blast,1,No true velocity given. 80 PSI.,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.215254
124,Ti-6Al-4V,Polished to 1 micron suspension,,Al2O3,Angular,50,,,,20,,,30,,,,,20,,,Air,RT,0.0422,Yes,2010,9,Gas Blast,1,No true velocity given. 20 PSI.,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.186524
125,Ti-6Al-4V,Polished to 1 micron suspension,,Al2O3,Angular,50,,,,20,,,90,,,,,20,,,Air,RT,0.0204,Yes,2010,9,Gas Blast,1,No true velocity given. 20 PSI.,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.090168
126,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,67,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.17
127,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,67,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.183
128,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,67,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.175
129,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,67,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.121
130,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,67,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.91
131,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,67,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.085
132,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,70,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.243
133,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,70,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.25
134,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,70,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.203
135,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,70,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.181
136,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,70,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.135
137,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,70,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.106
138,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,74,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.342
139,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,74,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.38
140,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,74,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.247
141,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,74,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.202
142,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,74,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.165
143,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,125,,120,74,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.151
144,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,70,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.116
145,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,70,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.112
146,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,70,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.105
147,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,70,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.09
148,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,70,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.058
149,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,70,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.06
150,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,72,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.197
151,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,72,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.206
152,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,72,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.172
153,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,72,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.154
154,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,72,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.12
155,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,72,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.1
156,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,100,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.244
157,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,100,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.297
158,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,100,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.256
159,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,100,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.178
160,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,100,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.172
161,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,180,,80,100,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.14
162,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,56,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.076
163,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,56,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.078
164,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,56,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.07
165,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,56,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.056
166,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,56,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.042
167,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,56,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.039
168,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,64,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.165
169,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,64,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.2
170,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,64,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.16
171,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,64,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.094
172,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,64,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.105
173,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,64,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.103
174,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,92,,,,15,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.19
175,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,92,,,,30,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.235
176,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,92,,,,45,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.18
177,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,92,,,,60,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.161
178,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,92,,,,75,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.136
179,Ti-6Al-4V,Blown with compressed air,,Al2O3,Angular,250,,60,92,,,,90,,,,,,5,50,Air,RT,,No,2013,10,Gas Blast,4,Maybe an issue with velocity values,,,,3.1,1,0,4430,114,0.342,D,6.8,830,900,103,1650,3960,20.5,2054,370,0.22,4,0.101
